id,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp,latitude,longitude,stats.id,stats.timestamp,stats.combined_elec_kwh,stats.combined_heat_kwh,stats.combined_cop,stats.combined_data_length,stats.combined_elec_mean,stats.combined_heat_mean,stats.combined_flowT_mean,stats.combined_returnT_mean,stats.combined_outsideT_mean,stats.combined_roomT_mean,stats.combined_prc_carnot,stats.running_elec_kwh,stats.running_heat_kwh,stats.running_cop,stats.running_data_length,stats.running_elec_mean,stats.running_heat_mean,stats.running_flowT_mean,stats.running_returnT_mean,stats.running_outsideT_mean,stats.running_roomT_mean,stats.running_prc_carnot,stats.space_elec_kwh,stats.space_heat_kwh,stats.space_cop,stats.space_data_length,stats.space_elec_mean,stats.space_heat_mean,stats.space_flowT_mean,stats.space_returnT_mean,stats.space_outsideT_mean,stats.space_roomT_mean,stats.space_prc_carnot,stats.water_elec_kwh,stats.water_heat_kwh,stats.water_cop,stats.water_data_length,stats.water_elec_mean,stats.water_heat_mean,stats.water_flowT_mean,stats.water_returnT_mean,stats.water_outsideT_mean,stats.water_roomT_mean,stats.water_prc_carnot,stats.cooling_elec_kwh,stats.cooling_heat_kwh,stats.cooling_cop,stats.cooling_data_length,stats.cooling_elec_mean,stats.cooling_heat_mean,stats.cooling_flowT_mean,stats.cooling_returnT_mean,stats.cooling_outsideT_mean,stats.cooling_roomT_mean,stats.cooling_prc_carnot,stats.combined_cooling_kwh,stats.combined_starts,stats.combined_starts_per_hour,stats.from_energy_feeds_elec_kwh,stats.from_energy_feeds_heat_kwh,stats.from_energy_feeds_cop,stats.quality_elec,stats.quality_heat,stats.quality_flowT,stats.quality_returnT,stats.quality_outsideT,stats.quality_roomT,stats.error_air,stats.error_air_kwh,stats.unit_rate_agile,stats.unit_rate_cosy,stats.unit_rate_go
126,155,1,1734556956,East Midlands,,,https://emoncms.org/app/view?name=Altherma&readkey=dfb6fbf82b5eb4f396ba1e8acb146d66,1,Daikin Altherma 3 Hydrosplit EABH16DF6V7,Air Source,11.0,R32,Cylinder with coil,250,1.8,1,0,0,1,None,45.0,31,0.0,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,43.0,Flexible,55,Detached,229.0,26216,9.8,1983 to 2011,"Cavity wall, plus some loft insulation",Octopus Agile,Variable half hourly,14,,7600,36,0,0,Other electricity meter,Heat pump integration,1,1,0,1,Hydrosplit EABH16DF6V7/EPGA1DAV37. Thermal power collected by ESPAltherma. Electrical power via PZEM-004T meter. https://community.openenergymonitor.org/t/calling-east-midlands-11kw-daikin-owner/25626,0,114,-3.4,4279,18089,2922,0,1,0,0,,0,0,,0,,10.8,5.0,25.0,7.8,1.0,10.0,0,1,1,1,1,24.8901,34.42,0.0,-1.71,0.0,0,9.76112,32.0863,53.1188177,-1.2597068974971675,126,False,5141.32,20913.8,4.067788038869396,31714800,934.0070000000001,3747.4799999999996,27.486999999999995,24.2548,7.9434,19.9625,47.4383,4980.98,20790.4,4.173957735224795,13174000,1431.06,5875.89,31.014499999999998,26.8034,7.61282,19.9083,47.1899,4190.5,18490.5,4.41248061090562,12246700,1304.28,5633.44,30.138099999999998,25.9767,7.400600000000001,19.8896,48.2687,790.48,2299.9,2.909498026515535,927360,3080.96,9198.6,41.7366,36.8835,8.99655,19.9662,40.4561,0.0,0.0,,0,,,,,,,,380.051,1823,0.20693177948465702,5148.13,20939.7,4.067438079457978,99.5645,99.4768,99.2689,99.2689,99.2738,99.5405,15600,11.1213,0.0,0.0,0.0
127,156,1,1728247409,"Berlin, Germany",Aira,www airahome.com,https://emoncms.org/app/view?name=AroThermPlusVWL1056S2&readkey=ee21edc0b382d3737307181c875bb8b9,1,Vaillant Arotherm+,Air Source,10.0,R290,Cylinder with coil,300,3.2,1,1,1,0,None,35.0,28,0.25,Central heat pump water circulation,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,47.0,Flexible,65,Detached,125.0,12000,3.3,1983 to 2011,Some insulation in walls and loft,,,0,,700,90,0,0,Other electricity meter,Heat pump integration,0,1,0,1,Heat pump is dimensioned for allowing heating of whole house including basement and attic; however basement and attic are currently (Jan 2024) unheated pending renovations & additional insulation. Flow rate measurements from Vaillant eBUS. Flow&Return temperature via calibrated PT1000 sensors external to the pipes (properly connected & isolated).,0,96,-12.0,5000,0,0,0,1,0,0,,0,0,,0,,10.7,0.3,32.0,3.08,0.5,0.0,1,0,0,0,0,29.0351,32.31,0.0,-9.79,0.0,0,8.86852,34.0109,52.510885,13.3989367,127,False,3100.79,11045.4,3.562124490855556,31259800,572.066,2015.3599999999997,27.969899999999996,26.7904,6.72466,21.045,47.1072,2875.04,11016.0,3.8315988647114474,7106560,1493.64,5794.28,33.6745,30.9036,6.6898100000000005,21.0243,47.0557,1818.14,8026.57,4.414715038445884,5725090,1135.27,5145.27,29.5034,26.6285,4.12176,20.7582,50.3721,1015.41,2748.26,2.706552033168868,1242360,2949.64,8234.03,51.5461,48.4119,12.686999999999998,21.5616,41.1861,41.4903,241.132,5.8117680518097,139110,1075.0,6256.21,13.6268,17.0021,26.7223,23.805499999999995,,432.65,3138,0.3613842698929616,3121.64,10568.2,3.3854640509475793,98.8121,99.0068,99.0068,99.0068,99.4082,99.4156,560,0.0,0.0,0.0,0.0
128,146,1,1729271305,Weston-super-Mare,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=MyHeatpump&readkey=2076c0c20d1954b08481481998bf17c7,1,Daikin Altherma 3,Air Source,7.0,R410A,Cylinder with coil,250,0.0,1,1,0,0,Buffer,45.0,34.1,0.0,Anti-freeze valves,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,55.0,Weekly,60,Detached,90.0,13278,5.5,1983 to 2011,"Cavity wall, plus some loft insulation",Intellegent Octopus Go,On peak & Off peak,30,,3071,50,0,6,Other electricity meter,Heat pump integration,0,1,0,1,Model No: 3EDLQ07CAV3,0,148,-1.7,2848,7305,2847,0,0,0,0,octopus.png,0,0,,0,,6.4,2.6,23.0,4.6,0.5,0.0,0,1,1,0,0,0.0,36.63,0.0,0.86,0.0,0,0.0,35.0418,51.3471927,-2.9778916,128,False,2423.25,8437.94,3.4820757247498197,30633300,461.453,1659.03,30.3059,26.5432,10.0622,19.8439,43.6211,2285.02,8430.89,3.68963510166213,8056380,1061.33,3883.23,36.9153,32.9658,9.01781,19.8967,42.9734,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,465.654,8887,1.044392866586362,2438.58,8483.63,3.478922159617482,97.4708,96.7447,96.7447,96.7447,96.7458,96.7447,0,0.0,0.0,0.0,0.0
139,172,1,1711749998,Frimley,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=01e597cf3496f263957c7e693b25388a,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,200,3.0,1,0,0,1,None,32.0,28,0.3,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45.0,Disabled,0,Detached,76.0,7000,3.5,1983 to 2011,Some insulation in walls and loft,EDF EV tarriff,On peak & Off peak,21.5,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,92,-2.0,4500,0,0,1,1,0,0,urbanplumbers.png,0,1,https://www.youtube.com/watch?v=WrnnuPEcW6I,0,,6.8,2.3,23.0,3.02,0.5,0.0,0,0,0,0,0,0.0,26.51,0.0,-0.09,0.0,0,0.0,0.0,51.3140156,-0.7440667,139,False,1397.94,6834.73,4.889144026209994,29556300,255.441,1244.01,25.0233,23.6053,8.67182,20.005699999999997,50.2561,1323.61,6748.99,5.098926420924593,9083850,541.88,2755.1,28.9935,26.2359,8.48546,19.9465,49.6635,1121.73,5922.19,5.279514678220249,8232410,507.456,2665.2,27.8873,25.2021,8.23357,19.9085,49.8089,201.884,826.799,4.095416179588279,851440,857.1369999999998,3544.32,38.8567,35.4565,10.4025,20.229699999999998,48.8508,0.0,0.0,,0,,,,,,,,86.232,3183,0.38769399417383094,1436.04,7006.0,4.878694186791455,96.6346,96.6423,96.6423,96.6423,99.9647,94.9036,0,0.0,0.0,0.0,0.0
138,164,1,1730292835,Derby,T4 Sustainability,http://www.t4sltd.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=89c0daa879733e08a4aec6eb4bf85cc0,1,Mitsubishi Ecodan,Air Source,8.5,R32,Cylinder with coil,250,2.8,1,1,0,0,None,40.0,35,0.0,Anti-freeze valves,1,Room influence only (e.g Auto adapt),Automatic top up of tank if temperature drops by 3-6C,45.0,Disabled,65,Detached,168.0,13550,8.3,1940 to 1982,Some insulation in walls and loft,Octopus Agile,Variable half hourly,12,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,81,-2.0,4380,15577,2328,0,1,0,0,,0,0,,0,,8.5,4.0,23.0,6.0,1.0,0.0,0,0,0,0,0,0.0,33.55,0.0,-2.62,0.0,385,0.0,0.0,52.9142235,-1.4719885461266053,138,False,3268.68,14873.1,4.550185395939645,30468400,575.754,2584.44,27.8778,25.3911,8.0678,20.9471,50.9752,3103.07,14736.7,4.749071081219566,10878800,1041.57,4971.19,32.0478,28.2647,7.86004,20.9351,50.5373,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,155.508,2803,0.33118903519712223,3277.51,15325.0,4.675805718365466,99.3429,99.3358,99.3358,99.3358,99.953,98.8382,59310,32.9803,0.0,0.0,0.0
131,165,1,1730053715,Swindon,Swift Heating Solutions,,https://emoncms.org/app/view?name=DaikinASHP&readkey=890dc1f7e41ac2a05ae78bf1328831d9,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,300,0.0,1,0,0,0,Buffer,45.0,35,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,47.0,Disabled,55,Detached,170.0,5403,5.2,2012 or newer,"Fully insulated walls, floors and loft",,,0,,8700,0,0,29,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Kamstrup heat meter (class 2),1,1,0,1,,0,32,-3.0,3178,5403,3178,0,0,0,0,,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.5615327,-1.7854322,131,False,2253.64,5862.94,2.6015423936387356,18621500,756.923,2023.5300000000002,34.781,32.5011,9.92624,22.647,33.2159,2173.96,5764.4,2.651566726158715,7845110,1104.01,2990.8199999999997,37.1588,34.6358,9.47255,22.6748,32.8674,1563.66,4519.74,2.8904877019300868,6881530,904.128,2635.8,35.9432,33.5139,8.41549,22.7577,34.8053,610.307,1244.66,2.0393998430298197,963580,2274.24,5359.23,44.8027,41.344,13.1705,22.4106,30.021100000000004,0.0,0.0,,0,,,,,,,,128.742,6506,1.257771930295626,2253.24,5862.0,2.6015870479842365,99.328,99.3212,99.3212,99.3212,95.6164,95.6159,174800,131.431,0.0,0.0,0.0
132,157,1,1716814583,North Yorkshire,Marshall & McCourt,https://marshallandmccourt.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=712fd396480df6bda505ea65f70be870,1,Mitsubishi Ecodan,Air Source,11.2,R32,Cylinder with coil,250,3.3,1,1,0,1,Buffer,45.0,35,0.0,Anti-freeze valves,2,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,48.0,Fornightly,60,Detached,183.0,26733,10.6,Pre-1900,Some insulation in walls and loft,Intelligent Octopus Go,On peak & Off peak,18.47,,3000,80,0,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Kamstrup heat meter (class 2),0,1,0,1,,0,146,-2.2,4495,13187,2975,0,1,0,0,marshallandmccourt.png,0,0,,0,,11.2,2.0,23.0,6.5,1.0,0.0,0,1,1,0,1,0.0,39.22,0.0,-1.16,0.0,0,9.22077,35.3186,54.13453275,-1.498628491239545,132,False,4599.35,18819.6,4.0917955798101895,30599700,809.195,3229.2,33.3277,29.9625,8.04447,20.7005,49.687,4514.4,18443.5,4.085482013113593,13046500,1255.54,5142.61,35.4376,32.0339,7.734920000000001,20.6861,48.6672,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,232.905,8582,1.0096569574211514,4661.37,19634.0,4.21206640966068,98.38,98.3961,98.3961,98.3961,99.9537,82.6193,386050,221.562,0.0,0.0,0.0
133,166,1,1729117712,Falkirk,Self-Install,,https://emoncms.org/app/view?name=MyHeatpump&readkey=a35c3922f26cf6260ef5072506c1ab2a,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,150,3.0,0,0,0,1,Buffer,35.0,30,0.6,Central heat pump water circulation,8,Room influence only (e.g Auto adapt),Twice daily scheduled heat up of tank,48.0,Flexible,60,Detached,100.0,0,0.0,1983 to 2011,"Fully insulated walls, floors and loft",,,0,,0,0,1,0,SDM120 Modbus/MBUS Single Phase (class 1),Other heat meter,0,1,0,1,,0,0,0.0,0,0,0,0,0,0,0,,0,0,,0,"Review heat meter readings, very low % carnot..",6.8,4.0,23.0,3.8,0.5,0.0,0,0,0,0,0,32.2967,38.34,38.2,-2.94,0.0,0,8.09118,37.2464,55.9991959,-3.784376,133,False,5042.92,13664.5,2.7096404464080335,34948100,756.146,2013.8100000000002,35.0699,32.7922,5.62274,,40.3067,4979.41,13448.7,2.7008621503350803,20348700,928.722,2480.76,36.9196,34.286,5.35883,,37.0979,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,421.076,2655,0.27349126275820435,5045.09,13720.2,2.7195154100323284,99.1414,99.4012,99.4028,99.4027,96.3109,0.0,0,0.0,0.0,0.0,0.0
134,168,1,1732563568,Coventry,JLN Plumbing & Heating Ltd,https://jlnplumbing.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=723648fa83c8158a1842c6b49f5b1801,1,Daikin Altherma 3,Air Source,8.0,R32,Cylinder with coil,150,0.0,1,0,0,0,None,45.0,0,0.0,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,50.0,Disabled,60,Office building,0.0,0,0.0,1983 to 2011,Some insulation in walls and loft,,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,0,-4.18,0,0,0,1,1,0,0,jlnplumbing.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.4081812,-1.510477,134,False,80.5949,170.687,2.117838721804978,5441120,113.919,283.479,22.497,22.2037,13.4521,22.0132,49.7222,58.8592,172.479,2.9303660260418085,103880,1990.32,6309.139999999999,40.4868,36.6155,14.0072,19.39,49.6711,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,13.97,64,0.04234422324815479,909.448,1487.58,1.635695498808068,20.4473,20.6157,20.6157,20.6157,61.1472,0.175899,190,0.153899,0.0,0.0,0.0
147,182,1,1734449542,"Norfolk, United Kingdom",Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,https://emoncms.org/app/view?name=MyHeatpump&readkey=5fd8ba87d957ed3270dda9b946411cc6,1,Daikin Altherma 3,Air Source,4.0,R32,Cylinder with coil,185,2.0,1,0,0,0,None,45.0,30,0.5,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,43.0,Disabled,65,End-terrace,65.0,6286,3.485,1983 to 2011,Some insulation in walls and loft,Octopus Agile,Variable half hourly,12,,3300,82,0,9,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Other heat meter,0,1,0,1,,0,97,-2.4,2700,0,0,0,1,0,0,octopus.png,0,0,,0,,4.3,4.5,23.0,2.5,0.3,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.666667,1.0,147,False,675.286,2549.05,3.774770985923002,25149900,206.74599999999998,819.343,23.824,21.0188,8.37214,18.2918,46.1029,600.794,2523.63,4.2004913497804575,2823510,837.9879999999999,3483.2000000000003,33.359,29.591400000000004,8.07196,18.459,45.6373,445.258,1955.14,4.391027224665251,2420270,707.695,3084.88,31.087399999999995,27.0976,6.03214,18.162399999999998,46.6681,155.536,568.485,3.655005915029318,403240,1467.06,5414.4,43.2141,40.1854,15.4984,19.4625,42.443,0.0,0.0,,0,,,,,,,,21.072,1042,0.1491536745672945,675.288,2550.0,3.776166613356079,99.6994,99.6873,99.6994,99.6994,99.6994,99.6994,0,0.0,0.0,0.0,0.0
143,176,1,1722295063,"Devon, Mid",,,https://emoncms.org/app/view?name=MyHeatpump&readkey=64a98f8045f04b3fc23134ed5a4a5be4,1,Vaillant Arotherm+,Air Source,5.0,R290,None,300,0.0,0,0,0,1,None,28.0,24,0.2,Anti-freeze valves,1,"Pure weather compensation, no room influence",Not applicable,50.0,Disabled,0,Detached,225.0,4500,3.0,Pre-1900,"Fully insulated walls, floors and loft",,,0.3,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,"Not yet occupied, target temp 19.5°, actual ~20*C, no DHW at mo.",1,20,-2.0,0,4500,0,0,1,0,0,,0,0,,0,,6.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,28.0,0.0,-0.4,0.0,0,0.0,25.8994,51.0130857,-0.08973045770037083,143,False,1004.93,4584.3,4.561810275342562,30566700,308.158,1554.39,23.7043,22.1174,8.11326,,46.8411,885.726,4568.93,5.158401130823754,6564420,503.32699999999994,2725.63,25.7803,23.0303,7.861220000000001,,46.615,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,140.364,1816,0.21387981038188617,936.168,4734.0,5.056784679672879,99.3767,99.395,99.395,99.395,99.9649,0.0,0,0.0,0.0,0.0,0.0
159,173,1,1730142451,Cairngorms National Park,Tony Lake,,https://emoncms.org/app/view?name=Panasonic+Aquarea+J+7&readkey=46928df845f5b9e66768c95bf86ed83c,1,Panasonic J Series,Air Source,7.0,R32,Cylinder with coil,290,3.0,1,0,0,1,None,30.0,28,0.0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45.0,Disabled,0,Detached,228.0,0,0.0,2012 or newer,"Fully insulated walls, floors and loft",Octopus Agile,Variable half hourly,17,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,0,-5.0,0,0,0,0,1,0,0,,0,0,,0,,0.0,2.0,23.0,4.3,0.4,0.0,0,0,0,0,0,0.0,31.28,0.0,-5.09,0.0,0,0.0,0.0,57.07564075,-3.613170846988315,159,False,3576.32,15260.4,4.267067823908374,28018600,670.169,2682.57,28.422000000000004,25.4968,3.0245,20.836,54.716,3497.79,15265.2,4.364241421011553,15260800,858.1389999999999,3682.33,30.1226,26.3847,2.6124,20.7934,54.6159,3036.05,13888.0,4.574364717313615,14147500,806.577,3605.5,28.8958,25.266,2.20175,20.787,55.9421,461.743,1377.19,2.982589882250516,1113310,1572.61,4962.54,44.2181,39.1028,7.16535,20.8951,45.2391,0.0,0.0,,0,,,,,,,,593.107,3366,0.4324841355385351,3636.09,16155.0,4.442959332689785,97.2938,96.585,96.585,96.585,99.938,97.5296,0,0.0,0.0,0.0,0.0
144,179,1,1711699826,Sheffield,IMS Heat Pumps ltd,http://imsheatpumps.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=b19c812e5bf5f56b06c0a3f58b587539,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,250,2.4,0,1,0,1,None,40.0,30,0.3,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,45.0,Disabled,0,End-terrace,110.0,12712,0.0,1900 to 1939,"Fully insulated walls, floors and loft",Octopus,Single fixed rate,30,,0,0,0,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),0,1,0,1,,0,116,-3.4,3821,14591,2152,1,0,https://betatalk.buzzsprout.com/509671/14596544-current-issues-at-the-heat-pump-coalface,0,imsheatpumps.png,1,1,,0,,6.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,33.85,0.0,-0.22,0.0,0,0.0,0.0,53.3806626,-1.4702278,144,False,3201.1,13123.6,4.099715722720315,30011000,510.60099999999994,2102.47,29.7911,27.5089,6.82871,,49.3256,3155.44,12908.9,4.0909984027584105,16749600,697.4189999999999,2875.2,32.5054,29.4317,6.57578,,48.5707,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,241.164,3033,0.36382659691446473,3205.79,13380.0,4.173698214792609,99.5425,99.5268,99.5268,99.5268,99.9522,0.0,0,0.0,0.0,0.0,0.0
146,180,1,1708602283,Thame ,Delta T Eco Heating Systems ,https://www.deltatheating.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=25f4cd24a265310ca1fded7d78f5ab55,1,Clivet,Air Source,10.0,R32,Cylinder with plate heat exchanger,250,0.96,0,0,0,1,None,33.0,28,0.0,Anti-freeze valves,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Fornightly,55,Semi-detached,200.0,0,0.0,1940 to 1982,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,0,-2.0,0,0,0,0,0,0,0,deltatheating.png,1,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,31.07,0.0,0.0,0.0,0,0.0,0.0,51.7482733,-0.9781805,146,False,1088.63,4875.68,4.478730147065578,16295200,378.338,1784.6699999999998,26.963499999999996,25.1054,8.63982,,55.150400000000005,1016.65,4858.13,4.778566861751832,4221960,893.389,4290.01,33.0995,28.9138,7.40702,,55.0029,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,35.534,534,0.1179733909372085,1125.16,5115.25,4.546242312204486,94.7757,94.7812,94.7812,94.7812,96.0846,0.0,0,0.0,0.0,0.0,0.0
148,175,1,1729271207,Cheltenham,Octopus Energy Services,https://octopus.energy,https://emoncms.org/app/view?name=MyHeatpump&readkey=abe00c8d01b272213f7963685907ac5f,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,250,0.0,1,0,0,1,None,50.0,35,0.0,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,48.0,Weekly,60,Detached,200.0,12480,7.6,1940 to 1982,Some insulation in walls and loft,Agile,Variable half hourly,13,,0,0,0,0,Other electricity meter,Heat pump integration,0,1,0,1,ESPAltherma Homeassistant ,0,62,-3.3,2306,12480,2300,0,0,0,0,octopus.png,0,0,,1,"temperature sensor offset error, showing heat when compressor is off",8.4,4.0,23.0,4.7,0.6,0.0,0,1,1,0,0,0.0,35.25,0.0,3.22,0.0,0,0.0,0.0,51.8995685,-2.0711559,148,False,1851.05,5689.49,3.0736554928283946,21952600,499.184,1830.8500000000001,25.9077,23.924000000000003,9.84737,,44.1396,1591.24,5372.86,3.37652396872879,6025550,1061.58,3660.36,32.9916,29.9352,10.114,,41.5298,1105.96,4415.52,3.9924771239466166,5246360,866.59,3599.38,31.2764,28.0149,9.34688,,45.6747,485.276,957.338,1.9727701349335223,779190,2226.04,4620.01,43.5055,41.4848,13.6832,,29.538,0.0,0.0,,0,,,,,,,,0.0,2027,0.3324070952871186,1861.23,5720.74,3.0736341021797413,99.0092,98.8662,98.8654,98.8657,98.8667,0.0,23450,11.3973,0.0,0.0,0.0
149,101,1,1714069516,Harpenden ,Custom Renewables ,https://custom-renewables.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=93494a0c0d3a8f08993b8051d67d699d,1,Viessmann Vitocal 151A,Air Source,8.0,R290,Cylinder with coil,190,0.0,1,0,0,1,None,40.0,27,0.0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55.0,Disabled,0,Detached,170.0,14000,6.2,1900 to 1939,Some insulation in walls and loft,,,14,,2,0,0,6,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,82,-2.0,4200,0,0,1,1,0,0,custom-renewables.png,0,0,,0,,6.6,2.2,23.0,5.27,0.7,0.0,0,0,0,0,0,0.0,29.12,0.0,2.8,0.0,0,0.0,0.0,51.8145103,-0.3549311,149,False,2642.62,12210.6,4.620641635952199,29548200,528.521,2403.32,26.294599999999996,24.544,7.96536,19.9343,48.6513,2549.47,12112.3,4.750909012461413,14223600,677.223,3153.52,28.530499999999996,26.1827,7.41656,19.8783,48.2449,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,135.129,475,0.05787154547485126,2646.46,12359.0,4.670012016051631,99.4168,99.4172,99.4172,99.4172,99.9515,46.0354,0,0.0,0.0,0.0,0.0
